,id,director,title,genres,revenue,vote_count,vote_average
3892,14313,Robert Benton,Feast of Love,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5741608,53,5.9
3893,9038,Peter Farrelly,The Heartbreak Kid,"[{'id': 35, 'name': 'Comedy'}]",127766650,414,5.7
3894,7211,Peter Hedges,Dan in Real Life,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",68377859,363,6.5
3895,4538,Wes Anderson,The Darjeeling Limited,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",24377151,876,7.1
3896,2001,James Gray,We Own the Night,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",54926886,327,6.5
3897,4517,Shekhar Kapur,Elizabeth: The Golden Age,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",74237563,310,6.6
3898,4566,Tony Gilroy,Michael Clayton,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",92991835,508,6.6
3899,4520,Kenneth Branagh,Sleuth,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",342835,154,6.4
3900,6615,Craig Gillespie,Lars and the Real Girl,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",11293663,517,7.1
3901,4513,David Slade,30 Days of Night,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",75505973,784,6.2
3902,5125,Gavin Hood,Rendition,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",24748670,207,6.2
3903,3877,Susanne Bier,Things We Lost in the Fire,"[{'id': 18, 'name': 'Drama'}]",2849142,90,6.7
3904,4771,Ben Affleck,Gone Baby Gone,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",34619699,1034,7.2
3905,4512,Andrew Dominik,The Assassination of Jesse James by the Coward Robert Ford,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",14711793,792,7.0
3906,13197,Robert Moresco,10th & Wolf,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",143451,26,6.3
3907,5708,Anton Corbijn,Control,"[{'id': 18, 'name': 'Drama'}]",8159508,206,7.5
3908,3603,Jonathan King,Black Sheep,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",4947717,201,5.7
3909,2014,Fatih Akin,The Edge of Heaven,"[{'id': 18, 'name': 'Drama'}]",17804565,68,6.6
3910,17202,Tyler Perry,Why Did I Get Married?,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",55184721,33,6.1
3911,663,Darren Lynn Bousman,Saw IV,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",139352633,938,5.9
3912,15651,Daniel G. Karslake ,For the Bible Tells Me So,"[{'id': 99, 'name': 'Documentary'}]",312751,19,6.9
3913,5718,Mike Cahill,King of California,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1027699,104,6.5
3914,4982,Ridley Scott,American Gangster,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",266465037,1527,7.4
3915,5559,Simon J. Smith,Bee Movie,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",287594577,1208,5.7
3916,7972,Sidney Lumet,Before the Devil Knows You're Dead,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",25005257,359,6.9
3917,2013,Julian Schnabel,The Diving Bell and the Butterfly,"[{'id': 18, 'name': 'Drama'}]",19777647,290,7.5
3918,6977,Ethan Coen,No Country for Old Men,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",171600000,3083,7.7
3919,5123,Kirsten Sheridan,August Rush,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",66122026,821,7.2
3920,4515,Robert Redford,Lions for Lambs,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",63215872,223,6.0
3921,5375,David Dobkin,Fred Claus,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",97838349,211,5.5
3922,2310,Robert Zemeckis,Beowulf,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",195735876,855,5.5
3923,2284,Zach Helm,Mr. Magorium's Wonder Emporium,"[{'id': 35, 'name': 'Comedy'}]",69474661,365,6.0
3924,6639,Mike Newell,Love in the Time of Cholera,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4607608,84,6.5
3925,4723,Richard Kelly,Southland Tales,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",374743,154,5.2
3926,20714,Nikita Mikhalkov,12,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7537453,54,6.6
3927,5876,Frank Darabont,The Mist,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",57096190,1438,6.7
3928,4523,Kevin Lima,Enchanted,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",340487652,1512,6.6
3929,1620,Xavier Gens,Hitman,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",99965753,982,5.9
3930,13474,Franck Khalfoun,P2,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",7766240,162,5.7
3931,8079,Farah Khan,Om Shanti Om,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",37707444,85,7.2
3932,13483,Joby Harold,Awake,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",14373825,403,6.3
3933,2268,Chris Weitz,The Golden Compass,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",372234864,1347,5.8
3934,6479,Francis Lawrence,I Am Legend,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",585349010,4977,6.9
3935,6477,Tim Hill,Alvin and the Chipmunks,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",361366633,1212,5.5
3936,3902,Todd Haynes,I'm Not There.,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",4001121,202,6.6
3937,6537,Juan Antonio Bayona,The Orphanage,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",44000000,652,7.1
3938,7326,Jason Reitman,Juno,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",231411584,2313,7.0
3939,1989,Wong Kar-wai,My Blueberry Nights,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",21786738,197,6.1
3940,11600,Brian De Palma,Redacted,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",782102,37,6.2
3941,25784,Ham Tran,Journey from the Fall,"[{'id': 18, 'name': 'Drama'}]",639000,1,5.0
3942,7350,Rob Reiner,The Bucket List,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",175372502,1138,7.0
3943,7979,Marc Forster,The Kite Runner,"[{'id': 18, 'name': 'Drama'}]",73276047,405,7.3
3944,53896,Stephen Poliakoff,Close My Eyes,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",135893,15,6.3
3945,13885,Tim Burton,Sweeney Todd: The Demon Barber of Fleet Street,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",152000000,1745,7.0
3946,6637,Jon Turteltaub,National Treasure: Book of Secrets,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",457363168,1782,6.1
3947,7345,Paul Thomas Anderson,There Will Be Blood,"[{'id': 18, 'name': 'Drama'}]",77208711,1581,7.9
3948,6538,Mike Nichols,Charlie Wilson's War,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",119000410,342,6.5
3949,440,Greg Strause,Aliens vs Predator: Requiem,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",41797066,758,4.9
3950,6575,Jake Kasdan,Walk Hard: The Dewey Cox Story,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",18317151,214,6.6
3951,6076,Til Schweiger,Rabbit Without Ears,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",81303447,134,6.2
3952,14047,Denzel Washington,The Great Debaters,"[{'id': 18, 'name': 'Drama'}]",30226144,153,6.9
3953,54318,Jay Russell,The Water Horse,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",103071443,293,6.3
3954,6023,Richard LaGravenese,P.S. I Love You,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",156835339,1011,7.0
3955,26990,Lance Rivera,The Perfect Holiday,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",5800000,10,5.7
3956,6557,Anne Fletcher,27 Dresses,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",160259319,1013,6.1
3957,33358,George Bamber,The Mostly Unfabulous Social Life of Ethan Green,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",152810,11,5.3
3958,7508,Aamir Khan,Taare Zameen Par,"[{'id': 18, 'name': 'Drama'}]",28430000,194,7.7
3959,10253,Shim Hyung-Rae,Dragon Wars: D-War,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",53587404,104,4.0
3960,8329,Paco Plaza,[REC],"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",30448000,954,7.1
3961,13195,Michael Radford,Flawless,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6819587,142,6.6
3962,7191,Matt Reeves,Cloverfield,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",170764026,2297,6.4
3963,14069,Mamoru Hosoda,The Girl Who Leapt Through Time,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",3800000,435,7.8
3964,14423,David E. Talbert,First Sunday,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",38804615,40,5.3
3965,8090,Gregory Hoblit,Untraceable,"[{'id': 18, 'name': 'Drama'}]",32483410,241,5.9
3966,7555,Sylvester Stallone,Rambo,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",113244290,1009,6.4
3967,7278,Aaron Seltzer,Meet the Spartans,"[{'id': 35, 'name': 'Comedy'}]",84646831,370,3.8
3968,9030,Xavier Palud,The Eye,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",56309766,284,5.5
3969,14220,Fred Wolf,Strange Wilderness,"[{'id': 35, 'name': 'Comedy'}]",6575282,70,4.7
3970,13059,Jacob Gentry,The Signal,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",249905,85,5.9
3971,11253,Guillermo del Toro,Hellboy II: The Golden Army,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",160388063,1555,6.5
3972,8321,Martin McDonagh,In Bruges,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",34533783,1414,7.4
3973,62652,Abderrahmane Sissako,Bamako,"[{'id': 18, 'name': 'Drama'}]",111000,9,6.4
3974,19384,Craig R. Baxley,Dark Angel,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",9229401,75,5.5
3975,13490,Malcolm D. Lee,Welcome Home Roscoe Jenkins,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",43650785,58,5.7
3976,8676,Andy Tennant,Fool's Gold,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",111231041,454,5.4
3977,37003,Catherine Owens,U2 3D,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",22730842,10,6.7
3978,8247,Doug Liman,Jumper,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",222231186,1855,5.9
3979,8390,Adam Brooks,"Definitely, Maybe","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",55447968,638,6.7
3980,7461,Pete Travis,Vantage Point,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",151161491,731,6.3
3981,8204,Mark Waters,The Spiderwick Chronicles,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",162839667,593,6.3
3982,8328,Jon M. Chu,Step Up 2: The Streets,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",150816700,658,6.5
3983,14073,Ashutosh Gowariker,Jodhaa Akbar,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",13000000,74,7.6
3984,13260,Kent Alterman,Semi-Pro,"[{'id': 35, 'name': 'Comedy'}]",33472850,255,5.4
3985,7942,David Schwimmer,"Run, Fatboy, Run","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",33000000,241,6.2
3986,13362,Alex Gibney,Taxi to the Dark Side,"[{'id': 99, 'name': 'Documentary'}]",274661,53,6.6
3987,13493,Roger Kumble,College Road Trip,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",68397662,91,5.0
3988,7840,Roland Emmerich,"10,000 BC","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",266000000,934,5.1
3989,8848,Roger Donaldson,The Bank Job,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",64822796,708,6.6
3990,13460,Neil Marshall,Doomsday,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",22211426,374,5.8
3991,12222,Steve Martino,Horton Hears a Who!,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",297138014,927,6.3
3992,8461,Michael Haneke,Funny Games,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",7938872,562,6.3
3993,12246,Sergei Bodrov,Mongol: The Rise of Genghis Khan,"[{'id': 36, 'name': 'History'}]",26527510,165,6.5
3994,12177,Marco Schnabel,The Love Guru,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",41819064,243,4.3
3995,13025,George A. Romero,Diary of the Dead,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5364858,194,5.4
3996,7343,Paulo Morelli,City of Men,"[{'id': 18, 'name': 'Drama'}]",307076,66,6.6
3997,14011,Dave Bullock,Justice League: The New Frontier,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",5231128,115,6.6
3998,8944,Barry Levinson,What Just Happened,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6673422,128,5.2
3999,12178,Bharat Nalluri,Miss Pettigrew Lives for a Day,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",16051363,100,6.8
4000,14054,David Gordon Green,Snow Angels,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",414404,50,6.3
4001,155,Christopher Nolan,The Dark Knight,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1004558444,12269,8.3
4002,8456,Jeff Wadlow,Never Back Down,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",41627431,511,6.5
4003,13688,Stephen Chow,CJ7,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",47301471,110,6.1
4004,32579,Patricia Riggen,Under the Same Moon,"[{'id': 18, 'name': 'Drama'}]",23311391,28,7.0
4005,13495,Agustín Díaz Yanes,Alatriste,"[{'id': 28, 'name': 'Action'}]",23321954,62,5.6
4006,27323,Greydon Clark,Joysticks,"[{'id': 35, 'name': 'Comedy'}]",3952448,14,5.2
4007,8065,Robert Luketic,21,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",69823199,1406,6.5
4008,12890,Noam Murro,Smart People,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",10569964,74,5.8
4009,4942,George Clooney,Leatherheads,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",41299492,131,5.7
4010,14044,Feng Xiaogang,Assembly,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",34786960,35,7.1
4011,11483,Roman Polanski,Pirates,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1641825,47,6.2
4012,8988,Kimberly Peirce,Stop-Loss,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",11207130,84,6.1
4013,7351,Erick Zonca,Julia,"[{'id': 18, 'name': 'Drama'}]",1300000,23,7.2
4014,10488,Mark Levin,Nim's Island,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",100076342,341,5.6
4015,9870,Nicholas Stoller,Forgetting Sarah Marshall,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",105173115,1194,6.4
4016,11918,Craig Mazin,Superhero Movie,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",25871834,394,4.9
4017,1266,David Ayer,Street Kings,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",65569869,369,6.3
4018,12473,Tom McCarthy,The Visitor,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",9234510,132,6.9
4019,13335,Hayden Schlossberg,Harold & Kumar Escape from Guantanamo Bay,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",43493123,508,6.2
4020,7459,Lana Wachowski,Speed Racer,"[{'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",93945766,359,5.7
4021,1729,Rob Minkoff,The Forbidden Kingdom,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",127906624,476,6.3
4022,14324,David Leland,Virgin Territory,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",5410749,75,4.3
4023,10503,Mike Leigh,Happy-Go-Lucky,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",18130888,130,6.4
4024,13258,Garth Jennings,Son of Rambow,"[{'id': 35, 'name': 'Comedy'}]",6870249,146,6.7
4025,13018,Marcel Langenegger,Deception,"[{'id': 53, 'name': 'Thriller'}]",17741298,200,5.7
4026,8780,Michael McCullers,Baby Mama,"[{'id': 35, 'name': 'Comedy'}]",63833449,205,5.8
4027,13359,Nathan Frankowski,Expelled: No Intelligence Allowed,"[{'id': 99, 'name': 'Documentary'}]",7700000,33,4.1
4028,8617,Nelson McCormick,Prom Night,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",14796236,170,4.8
4029,1726,Jon Favreau,Iron Man,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",585174222,8951,7.4
4030,10761,Paul Weiland,Made of Honor,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",84601681,410,6.0
4031,43664,Melissa Martin,"The Bread, My Sweet","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1023156,6,5.0
4032,8681,Pierre Morel,Taken,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",226830568,4444,7.2
4033,14784,Tarsem Singh,The Fall,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",3669465,430,7.7
4034,13001,Robert C. Cooper,Stargate: The Ark of Truth,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",8900000,143,6.9
4035,13162,James Keach,Blind Dating,"[{'id': 35, 'name': 'Comedy'}]",834457,51,6.0
4036,13243,Melisa Wallack,Meet Bill,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",346592,89,5.9
4037,9029,Tom Vaughan,What Happens in Vegas,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",170000000,949,5.8
4038,2454,Andrew Adamson,The Chronicles of Narnia: Prince Caspian,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",419651413,1668,6.3
4039,13191,Joshua Seftel,"War, Inc.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1296184,86,5.6
4040,217,Steven Spielberg,Indiana Jones and the Kingdom of the Crystal Skull,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",786636033,2558,5.7
4041,4564,Michael Patrick King,Sex and the City,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",415252786,525,6.0
4042,10665,Bryan Bertino,The Strangers,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",82391145,509,6.0
4043,13636,Chris Bell,Bigger Stronger Faster*,"[{'id': 99, 'name': 'Documentary'}]",307811,41,7.0
4044,9502,John Stevenson,Kung Fu Panda,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",631744560,3231,6.9
4045,10661,Dennis Dugan,You Don't Mess with the Zohan,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",201596308,1068,5.5
4046,9789,Daniele Luchetti,My Brother Is an Only Child,"[{'id': 35, 'name': 'Comedy'}]",6463286,61,6.7
4047,12912,Marcos Siega,Chaos Theory,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",240476,127,6.2
4048,14748,John Crowley,Boy A,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1200398,155,7.1
4049,15691,Geoffrey Sax,Doctor Who,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",42000000,64,6.0
4050,8645,M. Night Shyamalan,The Happening,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",163403799,968,4.9
4051,1724,Louis Leterrier,The Incredible Hulk,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",163712074,3086,6.1
4052,13405,Roger Spottiswoode,The Children of Huang Shi,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",7400000,53,6.5
4053,10681,Andrew Stanton,WALL·E,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",521311860,6439,7.8
