,id,director
24960,257296,Jeong Yong-ki
24961,136476,Turner Clay
24962,257442,Ben Cookson
24963,96846,George Sidney
24964,240820,John Kent Harrison
24965,289416,Jeff Chan
24966,99879,Manuel von Stürler
24967,70966,Karen Shakhnazarov
24968,20077,Michael Goguen
24969,171308,Philip Leacock
24970,86236,Philip Leacock
24971,11616,Enzo Barboni
24972,170582,Stuart Walker
24973,266108,Philip Leacock
24974,163870,Yojiro Takita
24975,250798,Nadav Schirman
24976,277846,Gillies MacKinnon
24977,282297,Kip Andersen
24978,123581,David Zieff
24979,253295,Ryan Moore
24980,262088,Stuart Simpson
24981,189133,Robert Butler
24982,146916,Harvey Hart
24983,198171,Alexis Kanner
24984,173805,Harvey Hart
24985,38986,David Beaird
24986,74092,Yoon Seong-hyeon
24987,307114,Alan Clarke
24988,306963,Erik Wernquist
24989,246860,Olivier Assayas
24990,297596,Paul Schrader
24991,100110,Don Coscarelli
24992,210908,Lucky McKee
24993,47259,Paul Andrew Williams
24994,262840,Lowell Dean
24995,42057,Gurinder Chadha
24996,207774,Elliot Goldner
24997,193040,MJ Dixon
24998,82469,Prachya Pinkaew
24999,52009,Thomas Cappelen Malling
25000,169310,Jules Bishop
25001,123107,J.T. Petty
25002,181009,Ronny Yu
25003,68590,Ronny Yu
25004,58200,J.S. Cardone
25005,57387,Lola Doillon
25006,2139,Charles Bail
25007,151730,Andy Warhol
25008,171357,Ignatiy Vishnevetsky
25009,17135,Albert Pyun
25010,44503,Andy Warhol
25011,308792,Nick Redman
25012,63194,Peter Watkins
25013,46760,Kareem Mortimer
25014,134375,Peter Hewitt
25015,37176,Mikhail Kozakov
25016,100270,Juan Martínez Moreno
25017,270005,James Mottern
25018,110552,Prachya Pinkaew
25019,136278,Nick Murphy 
25020,86305,John Geddes
25021,17792,Dominique Othenin-Girard
25022,74035,Justin Timpane
25023,110402,Aleksey German
25024,255940,Deborah Stratman
25025,14228,Tobe Hooper
25026,39195,Tobe Hooper
25027,78247,Tobe Hooper
25028,188832,Joe Ahearne
25029,305276,J.M.R. Luna
25030,190000,Albrecht Viktor Blum
25031,245916,Michael Cuesta
25032,183412,Colin Theys
25033,241448,Marja Pyykkö
25034,4683,François Truffaut
25035,96011,Peter Winther
25036,150108,Khwaja Ahmad Abbas
25037,48443,William Vance
25038,39928,Martín Garrido
25039,116762,Ephraim Kishon
25040,55322,Patrick Meaney
25041,65275,Christina Clausen
25042,252511,Mami Sunada
25043,158483,Hayao Miyazaki
25044,23076,Ferdinando Baldi
25045,99261,Antonio Bido
25046,46570,Tonino Cervi
25047,124207,Bruno Corbucci
25048,89652,Massimo Dallamano
25049,99361,Erwin C. Dietrich
25050,96477,Luciano Ercoli
25051,74018,Damon Santostefano
25052,55689,Corrado Farina
25053,104866,Mario Gariazzo
25054,3541,Enzo Milioni
25055,74417,Roberto Infascelli
25056,15261,Steve Rash
25057,241953,Chris Brandt
25058,58702,Nino Manfredi
25059,128555,Stelvio Massi
25060,42499,Emilio Miraglia
25061,56971,Enrico Oldoini
25062,106970,Domenico Paolella
25063,42441,Neri Parenti
25064,38366,Leonardo Pieraccioni
25065,121510,Pier Francesco Pingitore
25066,105398,Maurizio Pradeaux
25067,28844,Brunello Rondi
25068,118802,Luciano Salce
25069,145677,Vittorio Salerno
25070,260893,Jerry Jameson
25071,105906,Michele Massimo Tarantini
25072,268662,Ugo Tognazzi
25073,48935,Carlo Vanzina
25074,78566,Giuseppe Vari
25075,101231,Luigi Zampa
25076,285423,Don Michael Paul
25077,253272,Tony Mahony
25078,215016,Linda Yellen
25079,69040,Andrei Konchalovsky
25080,84425,Alberto De Martino
25081,104398,Norman McLaren
25082,247437,Norman McLaren
25083,145337,Norman McLaren
25084,289728,Alex Zamm
25085,214086,Arie Posin
25086,43441,Don Hartman
25087,212950,Edward Dmytryk
25088,58414,Wong Jing
25089,74071,Sergio Bergonzelli
25090,122917,Peter Jackson
25091,40456,Don Chaffey
25092,273895,Ava DuVernay
25093,227306,Angelina Jolie
25094,246080,Kevin Macdonald
25095,225499,Edward Buzzell
25096,305127,Jamin Winans
25097,40130,Emilio Miraglia
25098,60041,Michael Radford
25099,112054,Duccio Tessari
25100,18450,Duccio Tessari
25101,93142,Duccio Tessari
25102,96132,Duccio Tessari
25103,29482,Duccio Tessari
25104,102949,Duccio Tessari
25105,105078,Duccio Tessari
25106,98273,Duccio Tessari
25107,63260,Duccio Tessari
25108,56431,Duccio Tessari
25109,283281,Duccio Tessari
25110,103678,Duccio Tessari
25111,250538,Philippe Falardeau
25112,308165,Prabhu Deva
25113,298445,Tommy Avallone
25114,240982,Joe Medeiros
25115,241574,Charles F. Haas
25116,118134,Edward F. Cline
25117,304336,Greg Carter
25118,146121,James Bridges
25119,15603,Paul Fenech
25120,22285,Henrik Moltke
25121,83007,Ferdinando Baldi
25122,32624,Jasmine Dellal
25123,76750,Owen Harris
25124,29293,Michael Hurst
25125,67314,Antoine Blossier
25126,42710,Simon Nuchtern
25127,228634,Tim Fywell
25128,128264,Jochen Taubert
25129,74681,Jérôme Laperrousaz
25130,277547,Justin Reardon
25131,30545,Simon Ellis
25132,29542,Charles Band
25133,9940,Toni Naples
25134,118751,Masayuki Asao
25135,23523,Franny Armstrong
25136,24388,Mort Nathan
25137,39885,Norifumi Suzuki
25138,47057,Dean Parisot
25139,65456,Jonathan Weiss
25140,47491,David Maysles
25141,121620,Michael Findlay
25142,72153,Ray Austin
25143,27739,Brad Sykes
25144,144114,Ken Burns
25145,106685,Philippe Lefebvre
25146,136106,Dorothy Arzner
25147,60629,Henry Winkler
25148,137347,Nae Caranfil
25149,295144,Julian Farino
25150,20000,Joseph L. Mankiewicz
25151,28652,Lee Frost
25152,295698,Lina Esco
25153,292191,Maximilian Elfeldt
25154,172391,Anthony Silverston
25155,252171,Ana Lily Amirpour
25156,30174,Ricardo Trogi
25157,280218,Ricardo Trogi
25158,182528,Luk Wyns
25159,20147,Stan Lathan
25160,34505,Chris Bould
25161,26366,Joel Gallen
25162,32916,Tony Cervone
25163,265177,Xavier Dolan
25164,241239,J.C. Chandor
25165,228970,Jean-Marc Vallée
25166,59940,Kari Skogland
25167,68750,Kari Skogland
25168,24486,David Wickes
25169,28791,Ethan Wiley
25170,15056,Russell Mulcahy
25171,2699,Robert Lieberman
25172,253290,Cary Bell
25173,174678,Karl Mueller
25174,284296,Chris Rock
25175,308571,Jay Karas
25176,311021,Greg Carson
25177,246213,Norman McLaren
25178,127817,Norman McLaren
25179,210126,Norman McLaren
25180,246648,Grant Munro
25181,132038,Norman McLaren
25182,148176,Norman McLaren
25183,94818,Steven C. Miller
25184,162755,Norman McLaren
25185,223243,Norman McLaren
25186,51406,Norman McLaren
25187,214948,Norman McLaren
25188,218658,Evelyn Lambart
25189,211017,Norman McLaren
25190,128679,Norman McLaren
25191,215061,Norman McLaren
25192,255496,Leila Djansi
25193,40210,Peter Collinson
25194,266044,Jessica Hausner
25195,190469,Emilis Velyvis
25196,294308,Travis Oates
25197,292063,Maury Dexter
25198,61086,Paul Seydor
25199,87093,Tim Burton
25200,205349,Bruno Corbucci
25201,224141,Rob Marshall
25202,285532,Bruno Corbucci
25203,61925,Bruno Corbucci
25204,52914,Bruno Corbucci
25205,255906,Bruno Corbucci
25206,50758,Bruno Corbucci
25207,52913,Bruno Corbucci
25208,52238,Bruno Corbucci
25209,62715,Bruno Corbucci
25210,127760,Bruno Corbucci
25211,62725,Bruno Corbucci
25212,46001,Bruno Corbucci
25213,58083,Bruno Corbucci
25214,52113,Bruno Corbucci
25215,11613,Bruno Corbucci
25216,53342,Bruno Corbucci
25217,9807,Bruno Corbucci
25218,82083,Bruno Corbucci
25219,17681,Jim Stenstrum
25220,243684,Jason Reitman
25221,257561,Norman McLaren
25222,257563,Norman McLaren
25223,171846,Kimo Stamboel
25224,125150,José Val del Omar
25225,106196,José Val del Omar
25226,24179,Enzo D'Alò
25227,312497,Stephen Williams
25228,228967,Evan Goldberg
25229,177043,Carol Reed
25230,207703,Matthew Vaughn
25231,242555,Jerry Ciccoritti
25232,85336,Frank Van Passel
25233,40387,Brian G. Hutton
25234,191489,Jay Karas
25235,181533,Shawn Levy
25236,293380,Bernard L. Kowalski
25237,174309,Matt Wolf
25238,125154,José Val del Omar
25239,122348,Sharon Lockhart
25240,51239,Brenton Spencer
25241,222216,Clarence Fok
25242,34515,Anthony Williams
25243,180951,Christopher Menaul
25244,46127,James Hayman
25245,19444,Alex Chandon
25246,42309,Michael Storey
25247,267863,Dania Pasquini
25248,67753,Marcel Pagnol
25249,132936,Dirk Hagen
25250,81116,Raoul Walsh
25251,274985,Robert Denny
25252,212503,David Dietl
25253,142119,Shira Potash
25254,261820,Angus MacLachlan
25255,120605,Phil Joanou
25256,307113,Tuukka Temonen
25257,259018,Tim Garrick
25258,175555,Tyler Perry
25259,277368,Laurent Tirard
25260,145162,Eric Till
25261,13759,Paul Schibli
25262,129062,Mario Caiano
25263,241432,Christian Camargo
25264,44936,James Bryan
25265,18755,Karl DiPelino
25266,53527,Elliott Nugent
25267,90932,Edwin L. Marin
25268,182099,Arthur Lipsett
25269,141058,Chris Crow
25270,110323,Claude Miller
25271,51090,Yann Samuell
25272,14669,Robert Celestino
25273,212606,Erik Poppe
25274,60119,Darrell James Roodt
25275,215538,Jack Haley Jr.
25276,65821,Stephen Poliakoff
25277,52622,Eric Rochant
25278,51017,Tyler Perry
25279,26540,Friz Freleng
25280,81393,James Hayman
25281,62836,Jon Cassar
25282,302118,Veit Helmer
25283,33582,Regina Crosby
25284,145186,Peter Sullivan
25285,158828,Amos Sefer
25286,243856,Albert Pyun
25287,32113,Gerald Thomas
25288,21240,Gerald Thomas
25289,38503,Gavin Wilding
25290,94674,Harry Kümel
25291,71841,Albert Pyun
25292,131944,Michael Curtiz
25293,280495,Albert Pyun
25294,18969,Scott Ziehl
25295,168885,Rene Perez
25296,123868,Robert Wise
25297,88253,Albert Pyun
25298,197647,Anthony Pelissier
25299,51416,D. Ross Lederman
25300,30102,Budd Boetticher
25301,168408,Mario Bava
25302,36294,Jerry P. Jacobs
25303,11612,Enzo Barboni
25304,114285,Ana Piterbarg
25305,82676,Lev Anderson
25306,52228,Robert Florey
25307,225898,Robert Conway
25308,63727,Manuel Carballo
25309,149600,Jesse Wolf
25310,40474,Umberto Lenzi
25311,199155,Albert Band
25312,131903,Carol Wiseman
25313,92286,Agustin
25314,250114,Jordan Vogt-Roberts
25315,280000,David Campbell
25316,47365,Kaisa Rastimo
25317,68737,Sergei Bodrov
25318,64264,Andrei Konchalovsky
25319,149170,Andrei Konchalovsky
25320,91261,Andrei Konchalovsky
25321,19338,Joseph Sargent
25322,37529,Joel Soisson
25323,266080,Frederick Wiseman
25324,214761,Patxi Amézcua
25325,55553,Veikko Aaltonen
25326,278334,Evelyn Purcell
25327,176079,M. Blash
25328,73661,Nicholas Smith
25329,136741,Akan Satayev
25330,78093,Jay Lee
25331,33990,Jane Simpson
25332,159211,Ascanio Malgarini
25333,57008,Dennis Devine
25334,101791,Ryan Andrews
25335,99194,Charles B. Pierce
25336,82492,Andrew Okpeaha MacLean
25337,16825,Sergio Martino
25338,240906,Harvey Frost
25339,16412,Ron Oliver
25340,115084,Jim Wynorski
25341,298533,David Storey
25342,41897,Enzo Barboni
25343,280509,David Blair
25344,79376,Yves Allégret
25345,43281,Eric Rochant
25346,84193,Rory Kennedy
25347,99946,Sam Taylor
25348,201018,Daniel Auteuil
25349,241804,Stanley Donen
25350,18948,Phil Robinson
25351,43968,Richard Thorpe
25352,39342,Robert A. Endelson
25353,86209,Jonathan Demme
25354,211085,Barry Avrich
25355,21176,Campbell Scott
25356,144595,Joram Lürsen
25357,25797,Vincent Bal
25358,28535,Eleanor Lindo
25359,129579,Sergio Martino
25360,121342,Sergio Martino
25361,58080,Sergio Martino
25362,105860,Sergio Martino
25363,75754,Sergio Martino
25364,80067,Sergio Martino
25365,19946,Sergio Martino
25366,39973,Sergio Martino
25367,27905,Sergio Martino
25368,67180,Giuseppe Moccia
25369,67219,Sergio Martino
25370,43548,Sergio Martino
25371,64666,Sergio Martino
25372,197335,Sergio Martino
25373,82341,Sergio Martino
25374,67221,Sergio Martino
25375,84729,Sergio Martino
25376,275239,Sergio Martino
25377,48805,Sergio Martino
25378,272165,Gordon Parks
25379,101125,Gregory Hoblit
25380,75136,Tom Clegg
25381,75137,Tom Clegg
25382,75138,Tom Clegg
25383,69787,Tom Clegg
25384,153936,Arna Selznick
25385,151068,Leonid Trauberg
25386,300706,Scott Foley
25387,64998,Chang Cheh
25388,227359,Keoni Waxman
25389,208637,Mahesh Manjrekar
25390,286532,Tristram Shapeero
25391,271185,Allison Burnett
25392,63340,Gordon Parks Jr.
25393,70984,Martin Kitrosser
25394,13383,René Cardona
25395,96921,Eric Rochant
25396,111022,Scott Hamilton Kennedy
25397,85654,Duncan Gibbins
25398,30305,Thanakorn Pongsuwan
25399,190165,Victor Saville
25400,15888,Alki David
25401,33730,Delbert Mann
25402,135047,Sebastian Gutierrez
25403,266031,Lisandro Alonso
25404,287486,Dome Karukoski
25405,287301,Inari Niemi
25406,289183,Juha Lehtola
25407,137614,Óscar Aibar
25408,300487,Minna Haapkylä
25409,293491,Leif Lindblom
25410,239498,Peter Werner
25411,82967,Jay Cheel
25412,248833,Sam Taylor
25413,92321,Takahiro Omori
25414,196867,Will Gluck
25415,28532,Sergio Corbucci
25416,297222,Rajkumar Hirani
25417,126927,Roddy McDowall
25418,201076,Kypros Kyprianou
25419,283712,Justin Dec
25420,224903,Timothy A. Chey
25421,296626,Alexander Yellen
25422,42996,Irwin Allen
25423,130064,Irving Cummings
25424,64091,Dan Garcia
25425,84100,Frank Borzage
25426,48854,Siegfried
25427,116977,Lawrence Kasanoff
25428,81878,George King
25429,27399,Rudolph Maté
25430,17806,John Kaye
25431,65186,Lance Roehrig
25432,95060,Joseph M. Newman
25433,272663,Lesley Selander
25434,72474,Edwin L. Marin
25435,51175,Joshua Sinclair
25436,106821,William A. Seiter
25437,124115,Michael Curtiz
25438,29365,Richard Wallace
25439,98010,Michael Curtiz
25440,42706,Robert Boris
25441,29628,Allan Arkush
25442,276918,Dinesh D'Souza
25443,186845,Deborah Koons
25444,252529,Isabel Coixet
25445,173732,Andrea Tonacci
25446,31821,Jeff Anderson
25447,288581,Signe Baumane
25448,307127,Adam Miklos
25449,43635,Yuri Kantake
25450,266040,Pascale Ferran
25451,153854,Eliza Hittman
25452,251959,Andrea Tonacci
25453,253065,Hwang Dong-hyuk
25454,125891,Gustaf Molander
25455,46616,Tay Garnett
25456,244049,Jeethu Joseph
25457,149854,Lauri Maijala
25458,21605,Peter Hewitt
25459,22058,David Lowell Rich
25460,28763,Terence Fisher
25461,135832,Stephan Schesch
25462,75298,Yuri Mamin
25463,19365,Danny Roth
25464,157674,Magdalena Segieda
25465,209293,Daniel Roby
25466,59439,Robbie Pickering
25467,276908,Sam Esmail
25468,42811,Edward Sedgwick
25469,240881,Shana Betz
25470,274478,Jerry P. Jacobs
25471,56539,Arthur Marks
25472,106136,Norry Niven
25473,49391,Julian Fellowes
25474,162059,Michael Curtiz
25475,16365,Ernest R. Dickerson
25476,152986,Archie Mayo
25477,142012,Melvin Van Peebles
25478,54165,David Hamilton
25479,105404,Sidney Lumet
25480,16460,Kyung Ho Lee
25481,26728,Mark A.Z. Dippé
25482,19993,Marty Callner
25483,133704,Troy Miller
25484,28630,Marty Callner
25485,37238,Arnold Laven
25486,31609,Cheech Marin
25487,94568,Sidney Miller
25488,50392,Lamberto Bava
25489,159638,Ben Peyser
25490,303542,Gabriele Salvatores
25491,17825,Thomas Sorriaux
25492,198184,Neill Blomkamp
25493,130925,Mark A. Walsh
25494,141423,Brian Larsen
25495,256835,Steve Purcell
25496,241930,Thomas Verrette
25497,265297,Juliano Ribeiro Salgado
25498,42012,Corey Yuen Kwai
25499,128946,Torgny Anderberg
25500,42759,Ken Annakin
25501,39485,Ken Annakin
25502,36339,Ken Annakin
25503,252746,Ken Annakin
25504,73027,Ken Annakin
25505,190474,Ken Annakin
25506,121611,Ken Annakin
25507,268536,Jonathan Demme
25508,253454,Yoshihiro Nakamura
25509,232175,Ron Krauss
25510,18682,Boris Sagal
25511,95997,Ernest R. Dickerson
25512,117942,Aaron T. Wells
25513,61038,Carmen Marron
25514,33709,Raoul Walsh
25515,130452,Ray Enright
25516,69878,Marc Meyers
25517,111317,Gordon Douglas
25518,150247,Ivan Tors
25519,222370,Jay Chapman
25520,127150,Joe Angio
25521,148777,Randy Barbato
25522,207871,Annette Haywood-Carter
25523,209686,Teemu Nikki
25524,285700,Yury Bykov
25525,226227,Peter Sanders
25526,199291,Sarah McCarthy
25527,125034,Danielle Gardner
25528,121727,Jerry Jameson
25529,260346,Olivier Megaton
25530,201088,Michael Mann
25531,188984,Lawrence Blume
25532,147903,Irving Pichel
25533,259912,Peter Ustinov
25534,197737,Jack Conway
25535,213603,Paola di Florio
25536,144610,Lau Kar-Wing
25537,36463,Fred F. Sears
25538,315360,Mårten Klingberg
25539,72240,Tom McLoughlin
25540,126644,Lev Kuleshov
25541,73198,Peter Levin
25542,71886,Paul Hoen
25543,127808,Michael Anderson
25544,315057,Antti Heikki Pesonen
25545,315044,Taru Mäkelä
25546,216736,Mario Monicelli
25547,38898,Jerzy Kawalerowicz
25548,193348,Tadeusz Konwicki
25549,278329,Akseli Tuomivaara
25550,26700,Víctor Maldonado
25551,294652,Julius Avery
25552,284793,Robert J. Flaherty
25553,115132,Ernest B. Schoedsack
25554,38267,Jacques Tourneur
25555,66969,Michel Boisrond
25556,92251,Jean Aurel
25557,48714,Martin Scorsese
25558,48717,Martin Scorsese
25559,87101,Alan Taylor
25560,71456,Craig R. Baxley
25561,118943,D.W. Griffith
25562,26621,Marty Callner
25563,86705,Jake Szymanski
25564,66965,Michel Boisrond
25565,75874,Jason Woliner
25566,27317,Jason Woliner
25567,92452,Jason Woliner
25568,36575,Andy Signore
25569,191120,Jay Chapman
25570,78531,Stephen Vittoria
25571,288158,Tom Harper
25572,68352,Brian Mills
25573,126432,Mikio Naruse
25574,203534,Jeff Garlin
25575,20177,Ray Griggs
25576,62934,Adam Yauch
25577,84209,Peter Hyams
25578,116723,Simon Aboud
25579,3057,Kevin Connor
25580,125458,Kevin Connor
25581,199591,Joseph Ruben
25582,24023,Anders Nilsson
25583,24026,Anders Nilsson
25584,11752,Ute Wieland
25585,142563,PES
25586,157301,Minkyu Lee
25587,9755,Matthew Hastings
25588,123634,Aaron C. Peer
25589,8767,Claude Zidi
25590,43629,Christopher Nolan
25591,187156,Shane O'Sullivan
25592,241287,Anthony Mandler
25593,774,Louis Lumière
25594,163250,Laurent Bouzereau
25595,261207,Laurent Bouzereau
25596,37775,Carlo Verdone
25597,37768,Carlo Verdone
25598,37777,Carlo Verdone
25599,59040,Carlo Verdone
25600,23273,Carlo Verdone
25601,62491,Carlo Verdone
25602,56825,Carlo Verdone
25603,60014,Carlo Verdone
25604,56551,Carlo Verdone
25605,58189,Carlo Verdone
25606,56804,Carlo Verdone
25607,58081,Carlo Verdone
25608,42674,Carlo Verdone
25609,44933,Carlo Verdone
25610,22728,Carlo Verdone
25611,43544,Carlo Verdone
25612,38327,Carlo Verdone
25613,20414,Carlo Verdone
25614,36298,Carlo Verdone
25615,93855,Carlo Verdone
25616,267573,Jang Jin
25617,221437,SABU
25618,255456,Carlo Verdone
25619,43477,John Wilson
25620,261768,Andrew Levitas
25621,199925,Takashi Miike
25622,211710,Andrzej Munk
25623,267872,Sebastian Junger
25624,38187,Alejandro González Iñárritu
25625,30091,Ang Lee
25626,38183,John Frankenheimer
25627,38190,Joe Carnahan
25628,51939,Tony Scott
25629,38185,John Woo
25630,251555,Tom Fernández
25631,132601,Taedong Park
25632,84197,Youssef Delara
25633,137079,Ibrahim El-Batout
25634,21447,Imanol Uribe
25635,14749,Robert Vince
25636,298935,J.C. Khoury
25637,293861,Meredith Edwards
25638,51213,Henri Verneuil
25639,55316,Georges Lautner
25640,44522,Gilles Grangier
25641,31270,Georges Lautner
25642,33336,Denys de La Patellière
25643,208763,Oleg Stepchenko
25644,80145,Félix Sabroso
25645,212756,Wiebke von Carolsfeld
25646,42863,Dylan Southern
25647,20693,Nicolás López
25648,264048,Arto Halonen
25649,289394,Uli Edel
25650,107255,Terry Miles
25651,64926,Per Lindberg
25652,96546,Roberto Rossellini
25653,120539,Alex Segal
25654,78358,Vincente Minnelli
25655,43900,Marcel Pagnol
25656,43153,Marcel Pagnol
25657,84875,Marcel Pagnol
25658,67756,Marcel Pagnol
25659,65703,Marcel Pagnol
25660,50107,Robert Florey
25661,88209,Robert Florey
25662,23107,Robert Florey
25663,101598,Robert Florey
25664,36635,Robert Florey
25665,37482,Robert Florey
25666,274007,Anne Wheeler
25667,50327,Jeff Franklin
25668,13654,Brian Smith
25669,65611,Yves Allégret
25670,54518,Jon M. Chu
25671,19824,Harvey Glazer
25672,101660,Kenneth Johnson
25673,4226,John Blanchard
25674,230222,Reinhard Klooss
25675,13360,Brett Leonard
25676,15434,Uwe Boll
25677,85373,Dania Pasquini
25678,24655,Elliot Silverstein
25679,244688,Josh Stolberg
25680,29988,Indra Kumar
25681,78383,Douglas Aarniokoski
25682,125509,Declan O'Brien
25683,25373,Mark Griffiths
25684,200085,Kim Sung-su
25685,151044,Jacqui Morris
25686,5139,Luc Jacquet
25687,115520,Mariano Galperin
25688,257648,Zhang Zhiliang
25689,181330,Leslie Small
25690,121734,Enrique Gato
25691,140161,Richard T. Heffron
25692,70008,Adamo P. Cultraro
25693,18015,David Worth
25694,60575,Patrik Syversen
25695,250225,Peter Strickland
25696,256876,Gabe Polsky
25697,161529,Eirik Svensson
25698,33932,Alec Baldwin
25699,174645,Conor Allyn
25700,19033,Tim Skousen
25701,72359,Tina Gordon Chism
25702,9817,David Petrarca
25703,24116,Tennyson Bardwell
25704,10055,Michael Hurst
25705,39227,Steve Purcell
25706,53459,Johannes Roberts
25707,239562,Tyler Perry
25708,209901,Anthony Leonardi III
25709,14025,George Bessudo
25710,25597,Yim Pil-sung
25711,32304,Andrew Green
25712,161321,Leone Marucci
25713,15426,Matthew Leutwyler
25714,15616,Steve Miner
25715,51250,Jessy Terrero
25716,19066,Shawn Papazian
25717,52916,Gianfranco Parolini
25718,77879,Michael Pavone
25719,293262,Clare Lewins
25720,209416,Beth Aala
25721,91259,Matt Cimber
25722,270303,David Robert Mitchell
25723,194817,Jonathan Miller
25724,269173,Noel Clarke
25725,54415,Shahin Sean Solimon
25726,152273,Wiktor Ericsson
25727,24745,Terry Hughes
25728,75074,Don Handfield
25729,98582,Alberto Rodríguez
25730,28635,Chris Angel
25731,31183,John Henderson
25732,119738,John Whitesell
25733,287084,Alfonso Gomez-Rejon
25734,110393,Pablo Trapero
25735,139662,K. V. Anand
25736,14440,Peter Burger
25737,19288,Steven Ayromlooi
25738,26588,Lee Demarbre
25739,38166,Robert Lieberman
25740,18616,Dave Payne
25741,22175,Nicholaus Goossen
25742,27770,Adam Grossman
25743,37526,Brian Yuzna
25744,16191,Ate de Jong
25745,146631,Dominic Burns
25746,38602,Jack Gold
25747,30934,Jim O'Connolly
25748,29919,Howard Michael Gould
25749,65762,Jonathan Newman
25750,115531,Marc Daniels
25751,253153,Michel Comte
25752,68189,Aku Louhimies
25753,86240,John Frankenheimer
25754,9076,Rainer Matsutani
25755,56624,Dietrich Brüggemann
25756,222715,Makoto Shinkai
25757,92968,Andrew Bowler
25758,98612,Jan Schomburg
25759,114982,Jean-Luc Godard
25760,59298,Masayuki Kojima
25761,38020,James K. Shea
25762,160704,Ryoo Seung-wan
25763,242452,Yang Woo-Seok
25764,118139,William A. Wellman
25765,269165,Günter Gräwert
25766,185207,Todd Verow
25767,276819,Yoram Gross
25768,3483,Jesús Franco
25769,63139,Mario Van Peebles
25770,44678,Kaare Andrews
25771,19254,Gerald Thomas
25772,19300,Gerald Thomas
25773,26190,Gerald Thomas
25774,61411,Richard Fleischer
25775,47212,Abel Ferrara
25776,88359,Aram Avakian
25777,25441,Jerry Paris
25778,47891,Mark Vadik
25779,114286,Henning Carlsen
25780,234567,Lauren MacMullan
25781,277432,Farah Khan
25782,46967,Shannon Hartman
25783,23338,Joseph H. Lewis
25784,63472,Douglas McGrath
25785,209369,Fritz Kiersch
25786,177566,Mark Atkins
25787,113237,Alfred L. Werker
25788,23178,Larry Peerce
25789,86131,Larry Peerce
25790,61550,Larry Peerce
25791,15671,Stephen Herek
25792,174594,Sidney Franklin
25793,64084,Andrew Stevens
25794,58231,Phil Dornfeld
25795,86901,William Beaudine
25796,68659,John Frankenheimer
25797,147764,Elia Petridis
25798,109161,Roger Young
25799,237925,Antonio Margheriti
25800,15558,Eric Eason
25801,29077,Franc Roddam
25802,38157,Chris Angel
25803,91979,Ellen Perry
25804,243568,Nick Gomez
25805,31179,Michael Pate
25806,36251,David Steinberg
25807,32845,David DeFalco
25808,29083,John Shepphird
25809,111443,Jorge Torregrossa
25810,47914,J. Lee Thompson
25811,42185,Bob Misiorowski
25812,14862,Jeff Fisher
25813,26817,Richard Quine
25814,13903,Jeremy Kasten
25815,41275,Richard Clabaugh
25816,269495,Samuli Valkama
25817,229839,Steven R. Monroe
25818,254188,Nicholas McCarthy
25819,167683,Bruno Barreto
25820,215931,Gita Pullapilly
25821,4344,Sonja Heiss
25822,3539,Hendrik Hölzemann
25823,12115,Philip Gröning
25824,80472,Raimo O. Niemi
25825,48193,Alfonso Brescia
25826,260872,Alfonso Brescia
25827,292133,Alfonso Brescia
25828,47605,Alfonso Brescia
25829,168320,Daniel Borgman
25830,158013,Alfonso Brescia
25831,67298,Ken Russell
25832,29352,Alfonso Brescia
25833,96106,Alfonso Brescia
25834,105083,Alfonso Brescia
25835,211179,Alfonso Brescia
25836,112481,John McCauley
25837,240334,Andrea Tonacci
25838,48594,Guillem Morales
25839,216440,Mariana Chenillo
25840,276120,Carlye Rubin
25841,317247,Tim Nicholls
25842,287169,Joseph Henabery
25843,70738,William A. Wellman
25844,58448,Anne Wheeler
25845,295689,Jules White
25846,174442,Hugh Harman
25847,201783,Eddie Alcazar
25848,151509,Jim Swaffield
25849,247691,Philip Dunne
25850,262176,Herbert Brenon
25851,218582,Ray Enright
25852,79631,Marcel Pagnol
25853,137654,Kief Davidson
25854,167882,Don Chaffey
25855,257925,Kunio Watanabe
25856,45627,Richard L. Bare
25857,104606,Liu Chia-Liang
25858,186691,John Farrow
25859,258200,William Witney
25860,287299,Spike Lee
25861,241552,Philip Leacock
25862,90949,Raphael Nussbaum
25863,218369,Leigh Jason
25864,76380,Gustaf Molander
25865,102517,Manny Rodriguez
25866,125229,Kazuo Mori
25867,39766,George McCowan
25868,40502,Dan Castle
25869,44025,Anthony Kimmins
25870,262454,Yves Allégret
25871,87936,David Miller
25872,205608,Bridget Terry
25873,200358,Yoshihiro Nakamura
25874,132709,James Whitaker
25875,54602,Anthony Burns
25876,30178,Audu Paden
25877,73290,Andy Fetscher
25878,29812,Steven Pearl
25879,176570,Matthew Arnold
25880,24330,Eduardo Sánchez
25881,16174,David Wu
25882,56913,Damian Lee
25883,44919,Edmund Goulding
25884,50687,William Lustig
25885,74911,Phil Rosen
25886,25507,Edward Buzzell
25887,108789,Ferdinando Baldi
25888,171363,Alfonso Rodríguez
25889,81649,Kim Longinotto
25890,208447,Kai Parlange Tessman
25891,94720,Ifa Isfansyah
25892,52448,John Leach
25893,137651,Sari Gilman
25894,193873,Ronald Neame
25895,213955,E. Darrell Hallenbeck
25896,142897,George Roy
25897,185110,Rokuro Mochizuki
25898,45235,John Gilling
25899,237549,Jonathan Miller
25900,177440,Sidney Salkow
25901,121369,Leslie Norman
25902,75337,Mandy Stein
25903,270672,Joe Clarke
